biographical_information,borough,category,enactment_year,introduced_by_council_members,limits,new_name,present_name,zip_code,objectid,intro_number,paths
"Mothers on the Move (MOM) started as the Parent Organizing and Education Project (POEP) in 1992 with a group of adult literacy students enrolled in the Bronx Educational Services (BES) to support a parent involvement project at PS 62, located on Fox Street. POEP was shaped by the organizing background of Mili Bonilla and Barbara Gross. After two years, we saw the need to separate from BES and create a separate member-led community organization focused on organizing and improving the local public schools in the Longwood/Hunts Point neighborhood. Mothers on the Move, was incorporated in 1994.  It was a single-issue organization pivotal in creating numerous changes in the District 8 schools improving low performing schools and transformed district policies and priorities. This grassroots effort helped improve educational outcomes for young people; developed leaders and won many proposals for change. MOM built a strong organization and was recognized for its powerful educational organizing work as an important school reform strategy in the Bronx and nationally. After a few years of intense school organizing work and with community members bringing up other community concerns like truck traffic, housing, tenant rights, environmental and many other conditions. MOM became a multi-issue organization. Mili Bonilla and Barbara Gross moved on to work on expanding the school reform movement into a city-wide effort. Currently, MOM, along with others, has created CannaBronx, building a foundation of partnerships to envision a new future and education for community members.",Bronx,Intersection,1719504000000.0,"Salamanca, Jr.",At the intersection of Kelly Street and Intervale Avenue,Mothers on the Move/MOM Way,,10459.0,8045.0,Int. No. 1278,"40.81963901000006,-73.89649001599997"
"Joseph Bastone was a landlord at 998 Longwood Avenue. He purchased the building at a time where businesses were leaving the Bronx. He gave out turkeys on Thanksgiving to members of the community and helped the 41st Precinct and PAL with National Night Out, which was held in front of the PAL youth center. He helped organize countless community food giveaways, toy giveaways for the local youth, and clothing drives. He worked in close partnership with the 41st Precinct on these neighborhood events, and in turn, went on to serve on the local community precinct council where he served as a conduit between the police and the community. A well-known figure, he was recognized by local elected officials for his efforts at a time when resources for the Bronx were limited. Upon his later years when his health began to deteriorate and he was forced to step back from public-facing service, the 41st Precinct Council honored him for his lifetime commitment to his local community.",Bronx,Intersection,1688313600000.0,"Salamanca, Jr.",At the intersection of Longwood Avenue and Fox Street,Joseph Bastone Way,,10455.0,8046.0,Int. No. 897  ,"40.81679050400004,-73.89705939899994"
"Nils George Thompson was killed in the line of duty in Iraq on August 4, 2005.  He served with the 1st Brigade, 25th Infantry Division, the Stryker Brigade from Fort Lewis.  Since his childhood, he always wanted to serve his country from having listened to stories of generations of servicemen before him.   ",Staten Island,Intersection,1217606400000.0,McMahon ,  At the intersection of Franklin Avenue at the southwest corner of Cassidy Place , Pfc. Nils George Thompson Way   ,,10301.0,8047.0,Int. No. 825			,"40.64268188000005,-74.09205217299994"
"Natalie Rogers was a champion for children and adults with intellectual and developmental disabilities. She founded the Queens Centers for Progress (QCP) in 1950, and helped initiate the Cerebral Palsy Association of New York State, which offered therapy and educational programs for children with cerebral palsy, and later offered vocational services and facility based training workshops for those in need. She also helped establish the QCP’s Natalie Katz Rogers Training and Treatment Center in 1974 and opened the Robert T. Groh Residence in Jamaica Estates in 1979. QCP provides programs and services for over 1,200 individuals currently. She was a founding member of the Cunningham Women’s League for Handicapped Children and served as its president. She served as Mayor of the Village of Ocean Beach on Fire Island from 1998 to 2006.",Queens,Intersection,1719504000000.0,Gennaro,At the intersection of Goethals Avenue and 164th Street,Natalie Rogers Way,,11432.0,8048.0,Int. No. 1278,"40.719298364000046,-73.80397447999995"
"This street co-naming is requested to honor the large native Dominican population in the Corona section of Queens.  Presently, according to the online source Wikipedia, Corona is presently 70% Latino, with a large number of that population Dominican-Americans. ",Queens,Intersection,1217692800000.0,Montserrate , Junction Boulevard and 37th Avenue (all corners) , Quisqueya Boulevard     ,,11368.0,8049.0,Int. No. 825		,"40.75153766100005,-73.87084331699997"
"Frank V. Fossella was a former City Councilman, political mentor, teacher and first vice-chairman of the Democratic Party on Staten Island.  He taught mechanical engineering at Brooklyn Technical High School and later was the assistant principal at Brooklyn Tech.  He was held in very high regard by former Presidents Bill Clinton and George W. Bush. 

 ",Staten Island,Intersection,1500220800000.0,Matteo ,At the intersection of Father Capodanno Boulevard and Ocean Avenue ,The Honorable Frank V. Fossella Way ,,10305.0,8050.0,Int. No. 1449-A,"40.59534696300005,-74.06288093599993"
"Carmen was born in Santo Domingo, Dominican Republic immigrating with her to New York City in 1965  Carmen Georgina was a dedicated ambitious and forthcoming community activist Carmen had an innate ability to lead in critical times and a steadfast dedication in the face of challenges. After graduating first in her class from Mother Cabrini High School Carmen earned A Bachelor's degree in Nuclear Engineering from City College & A Bachelor’s degree in Labor Laws from Queens College.  Carmen worked spiritedly to advocate for education, activism and collaboration Carmen was a tireless, unwavering community activist whose words and commitment evolved in achievements Professional Memberships and Affiliations: Carmen served as president of the Asociación de Mujeres Progresistas launching two programs that were very close to her heart: Play Street and Dance Exercise Carmen served as labor activist for the 1199SEIU with honor compassion and integrity. Carmen was an active member of the People Health Movement-a worldwide network of grassroots health care activists.  Carmen was an active a member of the Organización Dominicana por la Salud- bringing medication/medical equipment to the underprivileged population.  Carmen was a pioneer in the struggle for Rights Equality: for men and women regardless of their sexual orientation Carmen was a committed Activist and advocate for LGTB: Marriage Equality Campaign. ",Manhattan,Intersection,1562688000000.0,Rodriguez ,At the northeast corner of Broadway and West 180th Street ,Carmen Georgina Acosta-Cruz Way,,10033.0,8051.0, Int. No. 1300,"40.84953101400004,-73.93623046299996"
"Wayne Derrick was a community activist and a mentor to North Shore youths for more than 30 years.  He worked as a boiler mechanic and certified stationary fireman at PS 18 in West Brighton, the school he had attended, for 34 years until he retired in 1995.  He graduated from Curtis High School, where he was the first black captain of the football team.  He served in the United States Army Corps of Engineers for two years as a paratrooper, attaining the rank of private E-4.  He was known as ""Mr. West Brighton"" for his profound impact on the community and other North Shore areas.  He played football with the semi-professional Staten Island Panthers Football Club, and coached and sponsored numerous teams and programs, including the Bachelors, Future Stars Basketball and Bradley Bombers Football.  He also was a member of the Advance All-Star Football Advisory Board, helping pick all-stars to be honored by the newspaper.  He received many honors including the Staten Island Sports Hall of Fame Unsung Hero Award in 2007 and the Ryan Memorial Award in 2012.  In 2002, the PS 18 library was renovated and named in his honor and in 2011, the inaugural Wayne Derrick Community Achievement Award was presented at Snug Harbor Cultural Center and Botanical Garden in Livingston.   He was also recognized by the Staten Island Urban League, the Brown Bombers and Shiloh AME Zion Church, among other organizations. ",Staten Island,Intersection,1437235200000.0,Rose,At the southwest corner underneath the Henderson Avenue sign at the intersection of Henerdson Avenue and Campbell Avenue , Wayne “Chops” Derrick Way   ,,10310.0,8052.0, Int. No. 849,"40.63706888600007,-74.11641967199995"
"Shimon Peres was an Israeli politician who served as the ninth President of Israel from 2007 to 2014 and as the eighth Prime Minister of Israel from 1984 to 1986 and from 1995 to 1996. He was a member of twelve cabinets and represented five political parties in a political career spanning 70 years. Peres was elected to the Knesset in November 1959 and except for a three-month-long hiatus in early 2006, was in office continuously until he was elected President in 2007. At the time of his retirement in 2014, he was the world's oldest head of state and was considered the last link to Israel's founding generation.  Early in his career, at the age of 20, Peres was elected secretary of the Labor Youth Movement. In 1947 his career as a kibbutz farmer in Galilee ended when he was invited by Levi Eshkol, a future Prime Minister and then in charge of obtaining arms for the Jewish underground, to serve as an aide. With the proclamation of Israel’s independence the following year, Mr. Peres emerged as an aide in the Defense Ministry.  After Israel’s independence, Mr. Peres was sent to the United States as head of an Israeli defense mission. He used his three years there to take courses at New York University and Harvard.  In 1952, he returned to Israel as Deputy Director General of the Defense Ministry and the next year was promoted to Director General, the top post, at the age of 29.  Later in his career, Peres succeeded Yitzhak Rabin as Acting Prime Minister briefly during 1977, before becoming Prime Minister from 1984 to 1986. As Foreign Minister, under Prime Minister Rabin, he engineered the 1994 Israel–Jordan peace treaty, and won the 1994 Nobel Peace Prize together with Rabin and Yasser Arafat for the Oslo Accords peace talks with the Palestinian leadership. In 1996, he founded the Peres Center for Peace, which has the aim of promoting lasting peace and advancement in the Middle East by fostering tolerance, economic and technological development, cooperation and well-being. He died after suffering a stroke near Tel Aviv.   ",Manhattan,Intersection,1657987200000.0,Rosenthal,At the intersection of 95th Street and Riverside Drive ,Shimon Peres Place  ,,10025.0,8053.0,Int. No. 2477,"40.79547195900004,-73.97577393499995"
"Graffiti Hall of Fame was established in 1980, and encompasses two walls, one located in the playground of the Jackie Robinson Educational Complex and the other on Park Avenue facing the Park Avenue viaduct. Graffiti Hall of Fame was founded by community activist Ray Rodriquez for graffiti artists to show their artistry skills.",Manhattan,Intersection,1719504000000.0,Ayala,At the intersection of 106th Street and Park Avenue,Graffiti Hall of Fame Way,,10029.0,8054.0,Int. No. 1278,"40.793001473000054,-73.94806767799997"
"Benjamin Wright Jr. moved to New York City in 1950. He was employed by the City of New York for twenty-seven years, retiring as Assistant Deputy Commissioner of the Department of Homeless Services (DHS) in 1996. After retirement, he founded Green World Unlimited, Inc., located on Wall Street where he served as Chairman. He then spent the rest of his life organizing Southeast Queens and working with community based organizations. He served as president of the Southeast Queens Democratic Club, president of the Thurgood Marshall Regular Democratic Club, chairman of the board of the S.G.G.C. Community Service Agency, and afterschool service program which includes tutoring and free meals five days a week, was a lifelong member of the NAACP and was a board member as the treasurer of the Jamaica Branch, was a board member of the United Black Men of Queens where he served as vice president and treasurer, was a member of the Advisory Board of the Emblem Health Insurance Plan, was a member of the of the York College Community Advisory Committee, served on Community Board 12, was a member of the administrative board of the Springfield Gardens United Methodist Church and served as administrator of a GED Program for Adolescents in the Riker’s Island Correctional Institution for Women. ",Queens,Intersection,1626537600000.0,Richards,At the intersection of 158th Street and 140th Avenue ,Benjamin Wright Way ,,11434.0,8055.0,Int. No. 2187,"40.66924560100006,-73.77719980299997"
"Rev. Freddie Brunswick was born in Jacksonville, Florida.  He was drafted into the United States Military and served until 1949.  After having attended the National Baptist Convention in New York City, he moved to Harlem, New York in 1951 and joined the Southern Baptist Church where he preached his trial sermon under the leadership of Rev. C. B. Wilson.  His ministry pursuits led him to the Mount Nebo Baptist Church where he was ordained to Christian Ministry. His zeal to give the Lord the best of his service, caused Rev. Brunswick to enhance his religious education through the Union Theological Seminary.  Early in his ministry, he was called to pastor the Mt. Cellar Baptist Church in Harlem, it was there he met and married the former Shirley Edmonds. He was later called to pastor the Mt. Zion Baptist Church in Jamaica, New York. In September 1964, the Lord led Pastor Brunswick to organize along with several others, the Salem Missionary Baptist Church, where he served as the Pastor and Founder for over 42 years.  Pastor Brunswick has served the church and community well. He has led many community actions that have benefitted the Queens residents and continues to be active in public and denominational affairs and has had the distinction of being the Senior Baptist Pastor in Queens. He maintained friendships with many Civil Rights Movement leaders, including Rev. Jesse Jackson, Rev. Al Sharpton, Rev. Dr. Wyatt T. Walker, among others.  Throughout his ministry, he participated and led several marches, protests, sit-ins, and community actions. Notably, his efforts led to maintaining the campus of York College in its current location as a benefit to the Southeast Jamaica community and the development and sustaining of the Springfield Gardens Civic Association.  He was a mentor to countless Baptist ministers throughout the United States and was known throughout the National Baptist Convention, Empire Missionary Baptist State Convention and Eastern Baptist Association as “Uncle Freddie.”  He participated in numerous ordination councils, seminars, workshops and training sessions for new ministers and pastors.  He was the former President of the Sunday School and Baptist Training Union (BTU) Department, served as the Chairman of the Trustee Board of the Eastern Baptist Association and was the former President of the Baptist Ministers Conference of Queens, NY.  He served for several years as the Musical Director for the Baptist Ministers of New York City and Vicinity and was a member of numerous organizations and received many awards, plaques, and citations for his many years of service and dedication to the Christian Community.  In 2006, he received an honorary Doctor of Divinity degree from the New Freedom Bible College which recognized his long service to both the church and community. ",Queens,Intersection,1531670400000.0,Richards,At the intersection of 140th Avenue and 180th Street    ,Rev. Freddie Brunswick Way ,,11434.0,8056.0,Int. No. 988,"40.67162763600004,-73.76380365099999"
"Dr. Michael John Brienza graduated from Xaverian High School in Brooklyn, Adelphi University and New York University College of Dentistry.  After graduating dental school, he completed a one year general practice residency at Woodhull Hospital and a two year residency in general anesthesiology at Brookdale Hospital.   He entered general practice with his father in July 1997, and had many other affiliations including attending at Brookdale and N.Y. Methodist Hospital, where he was section chief in conscious sedation. Michael was a member of the American Dental Association, second District Dental Society, Bay Ridge Dental Society (past president), N.Y. State Dental Society of Anesthesiology (President), was a Fellow of the American Dental Society of Anesthesiology and was board certified (by the NDBA).  He also served his country in the United States Naval Reserves where he received a number of commendations and awards for his service, including as an expert marksman the homeland security commendation for his service. ",Brooklyn,Intersection,1249228800000.0,Gentile ,At the intersection of 15th Avenue and Cropsey Avenue ,Dr. Michael Brienza Way,,11228.0,8057.0,Int. No. 1103-A,"40.60642598200009,-74.01468800999997"
"Francesco “Frankie” Loccisano lobbied Congress for the passage of the Conquer Childhood Cancer Act, which calls for the advancement of medical research and treatments into pediatric cancers and ensures patients and families have access to current treatments and information regarding pediatric cancers.  Congress Member Vito Fossella worked with Mr. Loccisano prior to Mr. Loccisano’s death to get the bill passed.  The Act was signed into law on July 28, 2008.  Mr. Loccisano also worked to have a foundation established to fight against pediatric cancers, which was established following his death.  He passed away after his 3 year battle with cancer. ",Brooklyn,Intersection,1249228800000.0,Gonzalez ,At the intersection of 63rd Street and 14th Avenue ,Francesco “Frankie” Loccisano Way ,,11219.0,8058.0,Int. No. 1103-A,"40.62581500100003,-73.99810399599994"
"Bishop Kearney was an all-girls Catholic high school that opened in 1961.  It was known for its strong academic and sports programs. The school closed on August 31, 2019.  ",Brooklyn,Intersection,1593964800000.0,Brannan ,At the southeast corner of 60th Street and Bay Parkway ,Bishop Kearney Way ,,11204.0,8059.0,Int. No. 1825,"40.61670500300004,-73.97845597699995"
"Roderick R. Caesar was born in St. Lucia, West Indies.  He Joined the United States Army in 1919 and later joined the Harlem Pentecostal Church where he was taught the Word of God.  He became a deacon and taught Sunday School and was ordained an Elder.  In 1932, he established the Bethel Gospel Mission on South Road in Jamaica, Queens.  He purchased 110-15 New York Boulevard and it became known as the Bethel Gospel Tabernacle.  In 1947, he established the Bethel Bible Institute and began a full Gospel hour radio broadcast.  He founded the Bethel G.T. Federal Credit Union and was elevated to the office of Bishop in the United Pentecostal Council of the Assemblies of God Inc.  He served as Eastern District Bishop and later as the National Bishop.  He served as Bishop Emeritus of the District and National Councils.   ",Queens,Intersection,1375113600000.0,Comrie, At the intersection of Guy R. Brewer Boulevard and 110th Road , Bishop Roderick R. Caesar Sr. Way   ,,11433.0,8060.0,Int. No. 1188-A	,"40.69237116000005,-73.78812877199994"
"Sister Peggy Walsh joined the Sisters of St. Joseph in 1952 and later began teaching at Transfiguration Parish in 1959 where she taught 7th and 8th grade for the next 60 years. She managed the summer program for recreation, education and spiritual growth and also helped establish an after-school program for children. She established a large community daycare center called Nuestros Ninos. She organized and participated in street clean-ups and rent strikes to call attention to tenants’ rights. She founded the Immigration Program of the Southside Community Mission which was recognized by the Federal Board of Immigration and Appeals of the U.S. Department of Justice, and legal counseling and assistance yearly to thousands of immigrants going through the legalization process throughout the City. She also assisted Central Americans during the 1980’s by providing training sessions and workshops so that people could benefit from the Amnesty Program that was established in 1986. 

 ",Brooklyn,Intersection,1593964800000.0, Reynoso and Levin ,At the northeast corner of Hewes Street and Marcy Avenue ,Sister Peggy Walsh Way ,,11211.0,8061.0,Int. No. 1825,"40.70485999400005,-73.95570397099992"
"Paul Russo passed away in 2018 after a long and courageous battle with colorectal cancer.  He was only 33 years old. Paul was a lifelong resident of Ozone Park and is fondly remembered as a young man of deep faith who dedicated much of his life to helping others. Paul attended local public and parochial schools and was involved with local sports little leagues associations. He was also a member of the Frassati Fellowship of NYC, a catholic group of young people dedicated to prayer and charity work. He participated in volunteer led efforts to build homes for the homeless in the United States as well as Central and South America. Paul’s zeal for helping the poor was an inspiration to many others in the community. He was truly a selfless, caring and kind individual.  Paul is survived by his mother Anthe, and father George Russo, owner of the Villa Russo in Richmond Hill. He also left behind 4 other siblings and many, many friends.  ",Queens,Intersection,1657987200000.0,Ulrich,At the southwest corner of Tahoe Street and Eckford Avenue ,Paul Russo Way ,,11417.0,8062.0,Int. No. 2477,"40.670349422000065,-73.83755115499996"
"Audre Lorde was an African-American writer, feminist and civil rights activist.  From the publication of her first book in 1968, her 17 volumes of poetry, essays and autobiography reflected her hatred of racial and sexual prejudice.  A collection of essays, “A Burst of Light,” won an American Book Award in 1989 and her 1973 collection, “From a Land Where Other People Live,” was nominated for a National Book Award.  She was born in Manhattan and graduated from Hunter College and the Colombia University School of Library Science.  In the 1980’s, Lorde and writer Barbara Smith founded Kitchen Table: Women of Color Press.  She also was a founding member of Sisters in Support of Sisters in South Africa, an organization that worked to raise concerns about women under apartheid. ",Staten Island,Intersection,1562083200000.0,Rose,At the southwest corner of Victory Boulevard and St. Paul’s Avenue,New York Poet Laureate Audre Lorde Way ,,10301.0,8063.0, Int. No.  1631,"40.63808942800006,-74.07806510499994"
"Sarah Virginia Kennedy worked as a kindergarten teacher aid at P.S. 80 for three years before moving on to the New York City Housing Authority. She worked for a federally funded poverty program for approximately 10 years and then moved on to serve as a social health technician in psychology at Coney Island Hospital. There she became involved with DC 37 and Local 420 union and became Local 420’s Chapter Chairperson. As the Chairperson, she was instrumental in fighting for union members to receive respect, as well as for fair work ethics and job security. As a result of her efforts and others, the closing of Coney Island Hospital by then Mayor Rudolph Guiliani was prevented. She also was the first woman to ever be elected as Executive Vice President for DC 37, Local 420. She was instrumental in the following community efforts: securing affordable housing for women and children, created Anti –Poverty programs which improved the educational and health outcomes for families, provided jobs for local youth and college students through the SYEP & Manpower, introduced the Fresh Air Fund to the Children of Coney Island which provided them a safe haven during the summer, helped organize legislative trips to Albany, helped organize and support efforts for Universal Health Care –March on Washington 1992, worked to increase the number of minority children accepted to gifted and talented programs, assisted with the citywide effort to prevent the privatization of Coney Island Hospital, assisted with outreach and community engagement, assisted with numerous Get Out The Vote Rallies, Town Hall Meetings, & Street Outreach, worked to secure capital funding for improvements to Kaiser Park, worked to improve minority hiring in Community School District #21 and worked with and mentored young girls ages 14-18 in the Sojourner Truth Fannie Lou Hamer Program. ",Brooklyn,Intersection,1562083200000.0,Treyger ,At the intersection of West 20th Street and Mermaid Avenue ,Sarah Virginia Kennedy Way ,,11224.0,8064.0, Int. No.  1631,"40.57638800700005,-73.98689303299994"
"John Leone was born in Brooklyn, New York on March 16, 1940. He attended the local public elementary and high schools. He received his J.D Degree from New York Law School in 1963 where he received awards in Evidence and Real Property. Upon graduating, he entered the United States Armed Services and was honorably discharged in September 1964. He worked in the District Attorney’s Office in King’s County in 1970 until he began his private practice primarily in criminal defense a year later. He maintained his law practice until he took the bench in 1976. 

He served in the Criminal Courts until his election to the Supreme Court in 1983. Judge Leone has been in the Supreme Court, Richmond County, Civil Part since 1986. He participated as a judge in Moot Court competitions and in trial advocacy courses at Fordham University School of Law. A street name sign reading “ Justice John Leone Way” placed underneath the Schuyler Street name sign at the southeast corner of Richmond Terrace will be a tribute to the late Honorable John Leone. ",Staten Island,Intersection,1091808000000.0,McMahon ,the southeast corner of the intersection of Richmond Terrace and Schuyler Street ,Justice John Leone Way ,,10301.0,8065.0,Int. No. 281-A,"40.64342728500003,-74.07623381099995"
"Court Officer Jurgens was killed in the September 11, 2001, terrorist attacks while attempting to rescue victims trapped in the World Trade Center. He was a U.S. Army veteran. He had been with the New York State Office of the Court Administration for three years. ",Manhattan,Intersection,1154793600000.0,Gerson,  Corner of Leonard and Lafayette , Court Officer Thomas Jurgens Corner ,  Lafayette Street ,10013.0,8066.0,Int. No. 289-A		,"40.71616898300004,-74.00256844899997"
"Arielle Newman was a promising Notre Dame Academy senior who won numerous awards in her brief athletic career.  She died from lethal amounts of methyl salicylate, the active ingredient found in common muscle rubs like BenGay.  Her death brought attention to all young athletes about the dangers of using excessive amounts of those types of products. ",Staten Island,Intersection,1248969600000.0,Mitchell ,At the intersection of Royal Oak Road and Rice Avenue ,Arielle Newman Run,,10314.0,8067.0,Int. No. 1033,"40.61813101700005,-74.11475200899996"
"Merlin German was born and raised in Washington Heights.  Merlin German enlisted in the Marine Corps in September 2003.  He received a promotion to Private First Class out of boot camp and in April 2004, was transferred to the 5th Battalion, 11th Marines, 1st Marine Division.    He served there as a field artillery cannoneer.  German was sent to machine gunner’s course.  In September 2004, German was attached to the 2nd Battalion, 11th Marines and became part of weapons platoon for convoy security.  He participated in 150 successful missions.  He successfully found 8 improvised explosive devices (IED’s) without anyone being injured.  On February 21, 2005, German’s squad was on a mission when they were struck by an IED.  German was burned over 97% of his body.  German survived more then three years before dying on April 1, 2008.  He set up a charity to benefit children who were burn victims.  He was awarded a Purple Heart by President George W. Bush.   ",Manhattan,Intersection,1262365200000.0,Rodriguez ,At the southwest corner of West 189th Street and St. Nicholas Avenue ,Merlin German Way ,,10040.0,8068.0, Int. No. 428-A,"40.85431609300008,-73.93022047099998"
Christopher Mega served in the New York State Assembly for the 50th Assembly District from 1973 to 1978 and also served in the New York State Senate from 1979 to 1982 and 1985 to 1993.  He was appointed by then-Governor Pataki as chief judge of the State Court of Claims.  He was an activist in Bay Ridge and served in the Dyker Heights Civic Association and the Bay Ridge Lions Club.  He was responsible for bringing the first pre-K programs to Community School District 20. ,Brooklyn,Intersection,1468857600000.0,Gentile,At the intersection of 80th Street and 10th Avenue ,Senator Christopher J. Mega Way  ,,11228.0,8069.0,Int. No. 1227,"40.621448073000074,-74.01699425299995"
"John M. Kelly was born on June 24, 1969 to Margaret Kelly and the late Thomas Kelly. He was the fourth of seven sons. John grew up in the town of Oakwood and graduated from New Dorp High School in 1987. 

Police Officer John M. Kelly fulfilled his life long ambition when he graduated from the New York City Police Academy in January 1992. Upon graduating he was appointed to the New York City Housing Police Department and assigned to Police Service Area #4, in Manhattan. In April of 1996 he was transferred to The New York City Police Department and assigned to the Staten Island Task Force. 

Also in April of 1996, he married Police Officer Patricia Duffy who at the time was assigned to 120th Precinct in Staten Island. Their first son Sean was born on August 16, 1997 and their second son, Christopher, was born on October 29, 1999. John enjoyed spending time with his family and taking his son Sean fishing. He enjoyed spending time visiting his mother upstate, where he would fish with his brothers. 

On July 17, 2000, Police Officer John M. Kelly, while assigned to the Staten Island Auto Larceny Unit, was attempting to apprehend a suspect on a motorcycle, which he believed to have been stolen, when his car careened into a telephone pole. Police Officer Kelly later succumbed to his injuries at St. Vincent’s Hospital. 

 ",Staten Island,Intersection,1061568000000.0,Lanza,the intersection of Carlton Court and Drumgoole Road West ,Police Officer John M. Kelly Way ,,10312.0,8070.0,Int. No. 565,"40.53516306000006,-74.19616019899996"
"Roxina J. Clayton was a 20-year resident of Brooklyn and 40-year resident of Laurelton, Queens. She worked at the New York City Transit Authority for 25 years, rising from a Relief Token Booth Clerk to Train Dispatcher, before retiring in 1996. She was a staple of the community for her life-long volunteerism and service in care of the elderly, such as through her participation with Meals on Wheels and Rockaway Revue senior center performances. Despite relocating to Queens, she earned the moniker “The Lady That Sweeps” for regularly sweeping the sidewalk of the block in front of her family’s native Brooklyn home. She was also an active member of the Greater Allen Cathedral, performing with its Cathedral Choir during regular congregational services and Celebration of Life Choir during funeral services. She served as president of the South Carolina Club where she organized local charity events for the senior congregation members at the Greater Allen A.M.E. Cathedral of New York and also was involved with Habitat for Humanity and the Fresh Air Fund. She received many awards for her work in the community including a Certificate of Appreciation from the United Negro College Fund and an award from the Greater Allen A.M.E. Cathedral of New York, among others. She died in a tragic vehicular accident caused by a robbery suspect attempting to elude police capture.  ",Queens,Intersection,1562083200000.0,Miller ,At the southwest corner of 225th Street and Linden Boulevard ,Roxina J. “Roxie” Clayton Road ,,11411.0,8071.0, Int. No.  1631,"40.693776016000065,-73.73577397999996"
"Paul Ramos was born in Harlem on April 26, 1941.  After the tragic death of his father, Paul lived with his grandmother in East Harlem.  Paul received his education in a Catholic elementary school and public high school.  At the age of 17, Paul’s grandmother passed away, leaving him to arrange sleeping in relatives and friends homes.  At one point, Paul stayed with Langston Hughes, where Paul Ramos learned about music and refined his taste in jazz and poetry. 

From 1960-1963, Paul worked at the Veterans Administration Hospital as an Operating Room Technician.  In 1964 he began work as a trainer at a management-engineering firm.  Because of his background in hospital work, he was assigned to monitor proprietary health institutions and related agencies that included nursing homes, private clinics and group practices.  In 1965 he began working for several Lower East Side community organizations, where he counseled “problem children” and obtained private funds for reading and tutoring programs.  He educated parents in health care delivery and how to avail themselves of the resources in the community. 

In 1966 he accepted a position in the Community Development and Education Department of the Gouverneur Health Services Program.  In this capacity, he monitored the delivery of health care to patients and organized a crisis intervention unit, focused on welfare, housing and relocation of families.  Paul devoted the rest of his life to the nurturing and growth of what is today the Betances Health Center, located at 80 Henry Street.  Paul Ramos worked tirelessly for over 30 years to promote health equity and to expand the quality of affordable health care for all in one of New York’s most diverse and underserved neighborhoods, the Lower East Side. 

As an early and active supporter of patient advocacy, he initiated local changes, which improved health care for the disadvantaged.  He developed the Betances Health Unit, a grassroots mobile health unit, into the state of the art community health care center.  This center has emerged through his vision into a proto-type for community health, one that continues its commitment to culturally respectful, compassionate care. 

In the early 1980’s, when HIV emerged, Paul’s infinite wisdom and compassion led Betances to the forefront as one of the first community health centers to begin to provide ongoing counseling, treatment and primary care to those living with HIV and AIDS.  For years, Paul was associated himself with the Lower East Side Task Force on AIDS, the Latino Commission on AIDS and the AIDS Service Center, of which he was the board chair until his untimely passing in May 2000.  His wife, four daughters and eleven grandchildren survived him. ",Manhattan,Intersection,1061395200000.0,Gerson,The southeast corner of the intersection of Montgomery Street and Henry Street ,Paul Ramos Way	,,10002.0,8072.0,Int. No. 342-A			,"40.71372843000007,-73.98530136699996"
"William L. Creech served in the United States Navy from 1966 – 1969 and was stationed aboard the USS Boston serving off the coast of Vietnam.  He also served with the United States Naval Reserve from 1969 – 1971.  He received many service related awards and medals including the Navy Combat Action Ribbon, the National Defense Service Medal, the Vietnam Service Medal with one Bronze Star, the Order of Silver Rose, the Republic of Vietnam Meritorious Unit Citation, the State of New York Medal for Merit and the State of New York Conspicuous Service Star.  He worked for the Metropolitan Transit Authority and retired as a supervisor in 2005.  He was very supportive to military veterans and served as the Commander of Disabled American Veterans, a member of the American Legion, Veterans of Foreign Wars and also served on the board of the Thomas J. Tori Chapter, Vietnam Veterans of America.  He was also a member of the Elm Park Civic Association. ",Staten Island,Intersection,1437580800000.0,Matteo, At the intersection of Felton Street and Fahy Avenue , William Creech Vietnam Veteran Way   ,,10314.0,8073.0,Int. No. 620		,"40.620236842000054,-74.16772988599995"
"John L. S. Holloman Jr. was a doctor who battled for health care for the poor, attacked racist practices in the American Medical Association and was a prominent early voice warning of the threat of AIDS among minorities, but he was best known as president of the city's public hospital corporation in the mid-1970's.  At the time, he was reportedly the country's highest-ranking black person in health care.  He also fought for better care for inmates.  He attended segregated elementary schools and the integrated Dunbar High School.  After graduating from Virginia Union University, an all-black college, he went to medical school at the University of Michigan.  He joined the Army Air Corps as medical officer in the unit headed by Benjamin O. Davis, the first black general.  After the war, he completed his residency at Harlem Hospital Center and began a private practice in Harlem. He also established a laboratory to train black lab technicians.  He was a founder of the Medical Committee for Civil Rights, the medical arm of the civil rights movement.  He took care of people during the voting rights march from Selma to Montgomery in 1965 with Martin Luther King.  In 1974, he was appointed by then New York City Mayor Abraham D. Beame, president of the four-year-old hospitals corporation.  He taught public health at the University of North Carolina, was a consultant to the Harlem Health Task Force of the federal Health, Education and Welfare Department, and was a staff member of the Health Subcommittee of the House Ways and Means Committee, among other things.  He was one of the longest-serving board members of the State University of New York from 1966 to 1995.  He pressed for health care as a basic right and he campaigned tirelessly for national health insurance.   ",Manhattan,Intersection,1375200000000.0,Dickens,At the northwest corner of 135th Street and Madison Avenue , Dr. John L.S. Holloman Way   ,,10037.0,8074.0,Int. No. 1188-A			,"40.812016434000036,-73.93622015299997"
This street is to recognize an honor Staten Island’s “Greatest Generation.” ,Staten Island,Intersection,1091980800000.0,McMahon ,the southwest corner of the intersection of Forest Avenue and Silver Lake Park Road ,World War II Veterans Pathway,,10301.0,8075.0,Int. No. 471-A,"40.63167210800003,-74.09601853899994"
